GEO_ID,NAME_2010,Household_ct_2010,Mean_Income_2010,NAME_2011,Household_ct_2011,Mean_Income_2011,NAME_2012,Household_ct_2012,Mean_Income_2012,NAME_2013,Household_ct_2013,Mean_Income_2013,NAME_2014,Household_ct_2014,Mean_Income_2014,NAME_2015,Household_ct_2015,Mean_Income_2015,NAME_2016,Household_ct_2016,Mean_Income_2016,NAME_2017,Household_ct_2017,Mean_Income_2017,NAME_2018,Household_ct_2018,Mean_Income_2018,NAME_2019,Household_ct_2019,Mean_Income_2019,NAME_2021,Household_ct_2021,Mean_Income_2021,NAME_2022,Household_ct_2022,Mean_Income_2022,NAME_2023,Household_ct_2023,Mean_Income_2023
Geography,Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars)
7950000US0608106,"PUMA 08106, California",37607,70855,"PUMA 08106, California",35667,72981,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",37655,172642,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",38707,180952,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",36575,204676,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",36458,196028,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",37682,204566,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",39664,201799,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",37248,221992,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",37570,266052,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA; California",36115,282391,,,,,,
7950000US0608107,"PUMA 08107, California",53605,52708,"PUMA 08107, California",56681,52087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608108,"PUMA 08108, California",80552,67209,"PUMA 08108, California",82688,68574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608109,"PUMA 08109, California",94813,79627,"PUMA 08109, California",93538,84025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608110,"PUMA 08110, California",59550,100565,"PUMA 08110, California",56312,93926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608111,"PUMA 08111, California",53196,124883,"PUMA 08111, California",53526,118417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608112,"PUMA 08112, California",67628,109216,"PUMA 08112, California",68980,113380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608113,"PUMA 08113, California",82444,98956,"PUMA 08113, California",82628,104883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608114,"PUMA 08114, California",59996,67311,"PUMA 08114, California",62381,69057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608115,"PUMA 08115, California",78144,66884,"PUMA 08115, California",79672,62119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608116,"PUMA 08116, California",58197,73759,"PUMA 08116, California",59060,65820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0608200,"PUMA 08200, California",48206,54396,"PUMA 08200, California",48790,55095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0800101,"PUMA 00101, Colorado",45165,68458,"PUMA 00101, Colorado",46371,67927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0800102,"PUMA 00102, Colorado",61199,75918,"PUMA 00102, Colorado",60825,74207,"Larimer County (South)--Loveland City PUMA, Colorado",48974,73528,"Larimer County (South)--Loveland City PUMA, Colorado",48454,74163,"Larimer County (South)--Loveland City PUMA, Colorado",52200,80227,"Larimer County (South)--Loveland City PUMA, Colorado",50403,83614,"Larimer County (South)--Loveland City PUMA, Colorado",51375,88624,"Larimer County (South)--Loveland City PUMA, Colorado",55456,90690,"Larimer County (South)--Loveland City PUMA, Colorado",53641,100690,"Larimer County (South)--Loveland City PUMA, Colorado",57223,96572,"Larimer County (South)--Loveland City PUMA, Colorado",61139,102039,,,,,,
7950000US0800103,"PUMA 00103, Colorado",55773,62876,"PUMA 00103, Colorado",58591,62855,"Larimer County (North)--Fort Collins City PUMA, Colorado",75057,74411,"Larimer County (North)--Fort Collins City PUMA, Colorado",75423,80969,"Larimer County (North)--Fort Collins City PUMA, Colorado",72965,74418,"Larimer County (North)--Fort Collins City PUMA, Colorado",78807,83875,"Larimer County (North)--Fort Collins City PUMA, Colorado",80032,80923,"Larimer County (North)--Fort Collins City PUMA, Colorado",79253,88334,"Larimer County (North)--Fort Collins City PUMA, Colorado",85741,87681,"Larimer County (North)--Fort Collins City PUMA, Colorado",89415,100112,"Larimer County (North)--Fort Collins City PUMA, Colorado",90984,108059,,,,,,
7950000US0800200,"PUMA 00200, Colorado",51705,63843,"PUMA 00200, Colorado",54289,63181,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",38426,69258,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",36382,69991,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",38277,75193,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",37386,79287,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",38629,83245,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",38122,91380,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",36938,86902,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",40677,94601,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA; Colorado",43049,99889,,,,,,
7950000US0800300,"PUMA 00300, Colorado",89109,63738,"PUMA 00300, Colorado",90453,66175,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",63860,66464,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",63062,68165,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",66204,70733,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",67992,73608,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",69287,75005,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",70657,75448,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",73342,83499,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",73319,86851,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",79134,94340,,,,,,
7950000US0800400,"PUMA 00400, Colorado",50811,59355,"PUMA 00400, Colorado",50983,60274,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",43000,91355,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",37830,107513,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",39502,106309,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",43321,90837,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",42097,97104,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",39338,105788,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",39053,112439,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",48027,134407,"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",44309,140890,,,,,,
7950000US0800501,"PUMA 00501, Colorado",38792,46966,"PUMA 00501, Colorado",37346,47914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0800502,"PUMA 00502, Colorado",60082,49880,"PUMA 00502, Colorado",59490,54893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0800600,"PUMA 00600, Colorado",70191,58339,"PUMA 00600, Colorado",72340,65189,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",39894,54080,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",39662,58173,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",39226,59601,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",41865,56679,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",40816,68070,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",42775,68422,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",43242,66354,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",42772,71846,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",43042,81189,,,,,,
7950000US0800700,"PUMA 00700, Colorado",55150,80204,"PUMA 00700, Colorado",54143,80858,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",59329,52456,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",59805,52525,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",60520,53506,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",58646,57314,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",59464,59406,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",61999,58096,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",62149,60308,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",62895,65815,"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",65742,74049,,,,,,
7950000US0800801,"PUMA 00801, Colorado",47883,104499,"PUMA 00801, Colorado",45835,106251,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",44936,112549,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",42941,130335,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",43743,123972,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",43683,135172,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",44402,129793,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",44549,133512,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",43904,140681,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",44954,163951,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA; Colorado",44143,168077,,,,,,
7950000US0800802,"PUMA 00802, Colorado",52031,82991,"PUMA 00802, Colorado",52579,80580,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",59561,85358,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",60158,89248,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",60601,90927,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",61157,98938,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",65449,98222,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",67451,107879,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",68559,110263,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",73305,114056,"Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA, Colorado",79558,120130,,,,,,
7950000US0800803,"PUMA 00803, Colorado",45351,79333,"PUMA 00803, Colorado",45700,93927,"Boulder County (Central)--Boulder City PUMA, Colorado",49105,87030,"Boulder County (Central)--Boulder City PUMA, Colorado",49679,93309,"Boulder County (Central)--Boulder City PUMA, Colorado",49817,93185,"Boulder County (Central)--Boulder City PUMA, Colorado",50109,97191,"Boulder County (Central)--Boulder City PUMA, Colorado",47465,108795,"Boulder County (Central)--Boulder City PUMA, Colorado",49559,111181,"Boulder County (Central)--Boulder City PUMA, Colorado",51397,110202,"Boulder County (Central)--Boulder City PUMA, Colorado",50180,134002,"Boulder County (Central)--Boulder City PUMA, Colorado",50668,133675,,,,,,
7950000US0800804,"PUMA 00804, Colorado",47435,98398,"PUMA 00804, Colorado",46905,103007,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",55899,100734,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",58861,97348,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",59281,104155,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",60246,106300,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",62352,108397,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",64793,115220,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",65739,124371,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",66952,134411,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA; Colorado",71046,142351,,,,,,
7950000US0800805,"PUMA 00805, Colorado",45686,73163,"PUMA 00805, Colorado",44565,65981,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",45665,76158,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",46378,72367,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",47745,83081,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",45691,85545,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",47097,84312,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",48316,82488,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",48592,89242,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",47129,99954,"Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA, Colorado",49005,100382,,,,,,
7950000US0800806,"PUMA 00806, Colorado",44804,65301,"PUMA 00806, Colorado",47749,67081,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",48000,65331,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",47916,72273,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",49320,72099,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",51071,75875,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",50467,81967,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",52568,80397,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",50497,82784,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",51495,84697,"Adams County (West Central)--Thornton & Federal Heights Cities PUMA, Colorado",52581,90291,,,,,,
7950000US0800807,"PUMA 00807, Colorado",50683,66373,"PUMA 00807, Colorado",50553,62446,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",48383,65375,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",51340,69407,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",52815,70466,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",51054,78044,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",54001,83897,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",53358,82344,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",54999,93728,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",59150,98036,"Adams County (West Central)--Commerce City & Brighton Cities PUMA, Colorado",64795,100289,,,,,,
7950000US0800808,"PUMA 00808, Colorado",59718,93416,"PUMA 00808, Colorado",64013,89906,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",36539,94996,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",38434,95398,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",38686,105277,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",37318,103410,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",38810,114289,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",38986,114704,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",39848,118477,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",41439,131608,"Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA, Colorado",40811,129100,,,,,,
7950000US0800809,"PUMA 00809, Colorado",43872,56004,"PUMA 00809, Colorado",40068,55787,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",45253,57640,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",42577,55478,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",45267,60723,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",45478,64826,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",44390,63547,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",44052,70850,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",44786,67341,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",46560,77940,"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",45945,75025,,,,,,
7950000US0800810,"PUMA 00810, Colorado",40997,45827,"PUMA 00810, Colorado",40006,51974,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",42462,50584,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",43407,50707,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",42449,56566,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",42250,56769,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",43435,61068,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",44160,69242,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",45794,65813,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",45440,72520,"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",44919,83133,,,,,,
7950000US0800811,"PUMA 00811, Colorado",46499,108442,"PUMA 00811, Colorado",46411,123883,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",44246,129171,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",45887,121316,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",44145,129279,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",46465,144458,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",45874,145541,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",48136,145670,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",46514,149113,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",46699,150284,"Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA, Colorado",48746,169070,,,,,,
7950000US0800812,"PUMA 00812, Colorado",54519,71086,"PUMA 00812, Colorado",56594,72456,"Denver City (Northeast) PUMA, Colorado",56981,73117,"Denver City (Northeast) PUMA, Colorado",57801,76418,"Denver City (Northeast) PUMA, Colorado",60266,83111,"Denver City (Northeast) PUMA, Colorado",66434,86677,"Denver City (Northeast) PUMA, Colorado",65708,89473,"Denver City (Northeast) PUMA, Colorado",68847,99776,"Denver City (Northeast) PUMA, Colorado",73868,102917,"Denver City (Northeast) PUMA, Colorado",78403,114712,"Denver City (Northeast) PUMA, Colorado",79870,113700,,,,,,
7950000US0800813,"PUMA 00813, Colorado",44120,64556,"PUMA 00813, Colorado",47368,71949,"Denver City (Northwest) PUMA, Colorado",47140,70246,"Denver City (Northwest) PUMA, Colorado",49716,72902,"Denver City (Northwest) PUMA, Colorado",49016,78914,"Denver City (Northwest) PUMA, Colorado",50360,78817,"Denver City (Northwest) PUMA, Colorado",51035,91439,"Denver City (Northwest) PUMA, Colorado",50779,98877,"Denver City (Northwest) PUMA, Colorado",57500,104079,"Denver City (Northwest) PUMA, Colorado",58190,109617,"Denver City (Northwest) PUMA, Colorado",65555,124857,,,,,,
7950000US0800814,"PUMA 00814, Colorado",56531,84284,"PUMA 00814, Colorado",55810,88852,"Denver City (South Central) PUMA, Colorado",58446,95994,"Denver City (South Central) PUMA, Colorado",56814,97548,"Denver City (South Central) PUMA, Colorado",58277,103217,"Denver City (South Central) PUMA, Colorado",58194,113066,"Denver City (South Central) PUMA, Colorado",59995,115140,"Denver City (South Central) PUMA, Colorado",58237,122179,"Denver City (South Central) PUMA, Colorado",59920,127860,"Denver City (South Central) PUMA, Colorado",61723,129079,"Denver City (South Central) PUMA, Colorado",62251,133669,,,,,,
7950000US0800815,"PUMA 00815, Colorado",78000,65343,"PUMA 00815, Colorado",77122,67272,"Denver City (Southeast) PUMA, Colorado",77815,73063,"Denver City (Southeast) PUMA, Colorado",80264,71468,"Denver City (Southeast) PUMA, Colorado",83996,81559,"Denver City (Southeast) PUMA, Colorado",78943,76875,"Denver City (Southeast) PUMA, Colorado",83874,85953,"Denver City (Southeast) PUMA, Colorado",86339,88623,"Denver City (Southeast) PUMA, Colorado",85758,88378,"Denver City (Southeast) PUMA, Colorado",85200,95535,"Denver City (Southeast) PUMA, Colorado",87316,107451,,,,,,
7950000US0800816,"PUMA 00816, Colorado",42132,53383,"PUMA 00816, Colorado",42447,49218,"Denver City (Southwest) PUMA, Colorado",43570,50893,"Denver City (Southwest) PUMA, Colorado",42526,57355,"Denver City (Southwest) PUMA, Colorado",43573,58707,"Denver City (Southwest) PUMA, Colorado",46021,61901,"Denver City (Southwest) PUMA, Colorado",45556,62952,"Denver City (Southwest) PUMA, Colorado",47148,65248,"Denver City (Southwest) PUMA, Colorado",47001,68106,"Denver City (Southwest) PUMA, Colorado",49183,76238,"Denver City (Southwest) PUMA, Colorado",45325,83809,,,,,,
7950000US0800817,"PUMA 00817, Colorado",44878,72558,"PUMA 00817, Colorado",44478,77862,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",47168,80890,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",46148,81989,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",45821,85462,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",49226,84266,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",48842,95354,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",50724,96469,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",51326,100934,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",50007,107973,"Jefferson County (Northeast)--Arvada City PUMA, Colorado",50924,106411,,,,,,
7950000US0800818,"PUMA 00818, Colorado",42253,61158,"PUMA 00818, Colorado",40153,57178,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",50725,67061,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",52530,60973,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",52439,68359,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",50065,74907,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",53080,71070,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",52534,86124,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",54197,80179,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",53999,93656,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA; Colorado",54854,102707,,,,,,
7950000US0800819,"PUMA 00819, Colorado",55996,75876,"PUMA 00819, Colorado",58080,77576,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",55135,80285,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",55348,88629,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",58353,88116,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",59520,90667,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",60163,91395,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",58635,94953,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",57925,104956,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",60986,109950,"Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA, Colorado",62526,112006,,,,,,
